emotion,pc1,pc2
afraid,-1.4007568359375,0.49963635206222534
angry,-1.1903492212295532,-1.843031883239746
calm,0.92136549949646,1.5381267070770264
excited,0.5876169800758362,-0.40388885140419006
hopeful,0.9470718502998352,-0.6913131475448608
nervous,-1.3747305870056152,0.547875702381134
reflective,1.904227375984192,-0.49021193385124207
sad,-0.3944462239742279,0.8428082466125488
